experiment_id,V,M,E,D,VV,VM,MM,VE,ME,EE,VD,MD,ED,DD,cell_viability
1,-0.8818139067450866,-0.8818139067450865,-0.8818139067450866,-0.8818139067450866,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.7775957661290324,0.7775957661290323,0.7775957661290324,0.7775957661290324,0.7775957661290323,0.7775957661290324,0.7775957661290324,1.0
2,-0.8818139067450866,-0.8818139067450865,-0.8818139067450866,-0.5611543042923278,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.7775957661290324,0.7775957661290323,0.7775957661290324,0.49483366935483875,0.4948336693548387,0.49483366935483875,0.31489415322580644,0.9
3,-0.8818139067450866,-0.8818139067450865,-0.8818139067450866,-0.24049470183956906,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.7775957661290324,0.7775957661290323,0.7775957661290324,0.21207157258064516,0.21207157258064513,0.21207157258064516,0.05783770161290322,0.93
4,-0.8818139067450866,-0.8818139067450865,-0.8818139067450866,1.6834629128769836,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.7775957661290324,0.7775957661290323,0.7775957661290324,-1.4845010080645162,-1.484501008064516,-1.4845010080645162,2.8340473790322585,0.9
5,-0.8818139067450866,-0.8818139067450865,-0.5611543042923278,-0.8818139067450866,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.49483366935483875,0.4948336693548387,0.31489415322580644,0.7775957661290324,0.7775957661290323,0.49483366935483875,0.7775957661290324,0.83
6,-0.8818139067450866,-0.8818139067450865,-0.5611543042923278,-0.5611543042923278,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.49483366935483875,0.4948336693548387,0.31489415322580644,0.49483366935483875,0.4948336693548387,0.31489415322580644,0.31489415322580644,0.84
7,-0.8818139067450866,-0.8818139067450865,-0.5611543042923278,-0.24049470183956906,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.49483366935483875,0.4948336693548387,0.31489415322580644,0.21207157258064516,0.21207157258064513,0.1349546370967742,0.05783770161290322,0.89
8,-0.8818139067450866,-0.8818139067450865,-0.5611543042923278,1.6834629128769836,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.49483366935483875,0.4948336693548387,0.31489415322580644,-1.4845010080645162,-1.484501008064516,-0.9446824596774194,2.8340473790322585,0.86
9,-0.8818139067450866,-0.8818139067450865,-0.24049470183956909,-0.8818139067450866,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.21207157258064518,0.21207157258064516,0.05783770161290323,0.7775957661290324,0.7775957661290323,0.21207157258064518,0.7775957661290324,0.91
10,-0.8818139067450866,-0.8818139067450865,-0.24049470183956909,-0.5611543042923278,0.7775957661290324,0.7775957661290323,0.7775957661290321,0.21207157258064518,0.21207157258064516,0.05783770161290323,0.49483366935483875,0.4948336693548387,0.13495463709677422,0.31489415322580644,0.96
